[2025-07-10 14:11:09] [INFO    ] discord.client: logging in using static token
[2025-07-10 14:11:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:12] [DEBUG   ] discord.state: Processed a chunk for 333 members in guild ID 752891683888431124.
[2025-07-10 14:11:13] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-10 14:11:13] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-10 14:11:13] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-10 14:11:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 6, 'op': 0, 'd': {'user_id': '775417702927564841', 'timestamp': 1752136876, 'member': {'user': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'display_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1365013763241017558', 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:19] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:11:19] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:11:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:41:18.434000+00:00', 'pinned': False, 'nonce': '1392787767758422016', 'mentions': [{'username': 'dityagaming.', 'public_flags': 0, 'primary_guild': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1381336162660122916', '1381520897822691399', '1365014858072068216', '1365014847317610557', '1381515704259313694'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:20:30.491000+00:00', 'flags': 11, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1381137147393740821', 'global_name': 'Ditya Gaming', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'avatar_decoration_data': None, 'avatar': '886b96417b114df0c5013e50f61f6633'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392787758761906178', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1381137147393740821> hi', 'components': [], 'channel_type': 0, 'channel_id': '1365013763241017558', 'author': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'attachments': [], 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:21] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:11:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '1381137147393740821', 'timestamp': 1752136889, 'member': {'user': {'username': 'dityagaming.', 'public_flags': 0, 'primary_guild': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'id': '1381137147393740821', 'global_name': 'Ditya Gaming', 'display_name': 'Ditya Gaming', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '886b96417b114df0c5013e50f61f6633'}, 'roles': ['1365014854745849936', '1365014859045015714', '1381336162660122916', '1381520897822691399', '1365014858072068216', '1365014847317610557', '1381515704259313694'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:20:30.491000+00:00', 'flags': 11, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1365013763241017558', 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:31] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:11:31] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:11:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:41:31.707000+00:00', 'pinned': False, 'nonce': '1392787807558172672', 'mentions': [{'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1381336162660122916', '1381520897822691399', '1365014858072068216', '1365014847317610557', '1381515704259313694'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:20:30.491000+00:00', 'flags': 11, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392787814432641106', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@775417702927564841> hlo', 'components': [], 'channel_type': 0, 'channel_id': '1365013763241017558', 'author': {'username': 'dityagaming.', 'public_flags': 0, 'primary_guild': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'id': '1381137147393740821', 'global_name': 'Ditya Gaming', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'avatar_decoration_data': None, 'avatar': '886b96417b114df0c5013e50f61f6633'}, 'attachments': [], 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:34] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:11:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 10, 'op': 0, 'd': {'member': {'user': {'username': 'accidentalgenius_xe', 'public_flags': 64, 'primary_guild': None, 'id': '417977557619572738', 'global_name': 'Xenon', 'display_name': 'Xenon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '97027779d6741076df0f52c7669ef031'}, 'roles': ['1365014863830712482', '1365014859045015714', '1381336162660122916', '1387454858067574885', '1381515616783040583', '1365014855387447308', '1365014854745849936', '1365014861800538194', '1380837347205316658', '1381520850791956500', '1377685564190625942', '1380772532684193852', '1381515704259313694'], 'premium_since': None, 'pending': False, 'nick': 'BAAP JI', 'mute': False, 'joined_at': '2025-06-06T18:26:02.397000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '417977557619572738', 'suppress': False, 'session_id': '82cd91f9b2fbd203ba3a5a118a4358a4', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '752891683888431124', 'discoverable': True, 'deaf': False, 'channel_id': None}}
[2025-07-10 14:11:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:36] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-07-10 14:11:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'webhook_id': '1366828095570710528', 'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:41:36.424000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1392787834217435207', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Member left voice channel', 'timestamp': '2025-07-10T08:41:34.157980+00:00', 'id': '1392787834712231996', 'footer': {'text': 'ID: 417977557619572738'}, 'description': '**accidentalgenius_xe** left #🔊・Genral Voice', 'color': 14507859, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/yWaLjfAfnBtCR60-OTVzO2J5DP0ZC4FNwyiiOgn7ZDY/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/417977557619572738/97027779d6741076df0f52c7669ef031.png', 'name': 'accidentalgenius_xe', 'icon_url': 'https://cdn.discordapp.com/avatars/417977557619572738/97027779d6741076df0f52c7669ef031.png?size=1024'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1366828085571358771', 'author': {'username': 'Carl-bot Logging', 'id': '1366828095570710528', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': '9bdbba85c24c636cf57d7e310d356fe1'}, 'attachments': [], 'application_id': '235148962103951360', 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:39] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:11:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 12, 'op': 0, 'd': {'member': {'user': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'display_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '775417702927564841', 'suppress': False, 'session_id': '4fb6717b7a385c50c60232190cd1e545', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '752891683888431124', 'discoverable': True, 'deaf': False, 'channel_id': None}}
[2025-07-10 14:11:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:40] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-07-10 14:11:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_STATUS_UPDATE', 's': 13, 'op': 0, 'd': {'status': None, 'id': '1388388365749194843', 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:40] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_STATUS_UPDATE.
[2025-07-10 14:11:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'webhook_id': '1366828095570710528', 'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:41:41.560000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1392787855759376457', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Member left voice channel', 'timestamp': '2025-07-10T08:41:37.866053+00:00', 'id': '1392787855759376459', 'footer': {'text': 'ID: 775417702927564841'}, 'description': '**s.sneon** left #🔊・Genral Voice', 'color': 14507859, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/4OltxlahKmPtHejsrZOTVxVVm5KzEIp7pAz6t7QwAFY/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/775417702927564841/9bae61e473264068dac2f8d57c4cf1b1.png', 'name': 's.sneon', 'icon_url': 'https://cdn.discordapp.com/avatars/775417702927564841/9bae61e473264068dac2f8d57c4cf1b1.png?size=1024'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1366828085571358771', 'author': {'username': 'Carl-bot Logging', 'id': '1366828095570710528', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': '9bdbba85c24c636cf57d7e310d356fe1'}, 'attachments': [], 'application_id': '235148962103951360', 'guild_id': '752891683888431124'}}
[2025-07-10 14:11:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:11:44] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:11:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-07-10 14:11:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 14:12:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '775417702927564841', 'timestamp': 1752136925, 'member': {'user': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'display_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1365013763241017558', 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:08] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:12:08] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:12:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-07-10T08:42:06.456000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:41:31.707000+00:00', 'pinned': False, 'mentions': [{'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1392787814432641106', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@775417702927564841> hlo', 'components': [], 'channel_id': '1365013763241017558', 'author': {'username': 'dityagaming.', 'public_flags': 0, 'primary_guild': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'id': '1381137147393740821', 'global_name': 'Ditya Gaming', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'avatar_decoration_data': None, 'avatar': '886b96417b114df0c5013e50f61f6633'}, 'attachments': []}, 'pinned': False, 'nonce': '1392787969022099456', 'message_reference': {'type': 0, 'message_id': '1392787814432641106', 'guild_id': '752891683888431124', 'channel_id': '1365013763241017558'}, 'mentions': [{'username': 'dityagaming.', 'public_flags': 0, 'primary_guild': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1381336162660122916', '1381520897822691399', '1365014858072068216', '1365014847317610557', '1381515704259313694'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:20:30.491000+00:00', 'flags': 11, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1381137147393740821', 'global_name': 'Ditya Gaming', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'राधे', 'identity_guild_id': '1367058534902136862', 'identity_enabled': True, 'badge': '1c8f8efb11de25463d853de6f864ffc6'}, 'avatar_decoration_data': None, 'avatar': '886b96417b114df0c5013e50f61f6633'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392787960180641863', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hey', 'components': [], 'channel_type': 0, 'channel_id': '1365013763241017558', 'author': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'attachments': [], 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:09] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:12:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-07-10 14:12:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 14:12:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 17, 'op': 0, 'd': {'user_id': '775417702927564841', 'timestamp': 1752136964, 'member': {'user': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'display_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1365013763241017558', 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:46] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:12:46] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:12:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 18, 'op': 0, 'd': {'user_id': '775417702927564841', 'timestamp': 1752136972, 'member': {'user': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'display_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1365013763241017558', 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:55] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:12:55] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:12:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:42:53.860000+00:00', 'pinned': False, 'nonce': '1392788167723057152', 'mentions': [{'username': 'NineAsh', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1392751874175926305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:18:43.001000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1384090465116094554', 'global_name': None, 'discriminator': '6095', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c915b35e759ebadb6029a357bdabe493'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392788159007293561', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1384090465116094554> hey', 'components': [], 'channel_type': 0, 'channel_id': '1365013763241017558', 'author': {'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}, 'attachments': [], 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:56] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:12:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T08:42:54.392000+00:00', 'pinned': False, 'nonce': '6318473456900158227', 'mentions': [{'username': 's.sneon', 'public_flags': 0, 'primary_guild': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'member': {'roles': ['1365014854745849936', '1365014859045015714', '1380837347205316658', '1381520850791956500', '1380772532684193852'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-20T10:52:21.817000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '775417702927564841', 'global_name': 'Neon', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'भारत', 'identity_guild_id': '1110487346194948198', 'identity_enabled': True, 'badge': '5bd5e8bbfabd43ec8e90d368cd5ce3bb'}, 'avatar_decoration_data': None, 'avatar': '9bae61e473264068dac2f8d57c4cf1b1'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392751874175926305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T06:18:43.001000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392788161238663263', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Namaste <@775417702927564841>, swagat hai! 🙏', 'components': [], 'channel_type': 0, 'channel_id': '1365013763241017558', 'author': {'username': 'NineAsh', 'public_flags': 0, 'primary_guild': None, 'id': '1384090465116094554', 'global_name': None, 'discriminator': '6095', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c915b35e759ebadb6029a357bdabe493'}, 'attachments': [], 'guild_id': '752891683888431124'}}
[2025-07-10 14:12:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:12:57] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:12:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1365013763241017558/messages with {"content":"Namaste <@775417702927564841>, swagat hai! \ud83d\ude4f","components":[],"nonce":"6318473456900158227","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:12:57] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
